,text,label
654,retrosternal yanma ile birlikte en sık rastlanan reflü semptomlarından olup çok kere reflü tanısı için bu ikisinin varlığı yeterlidir.,Scientific
655,ptesi sabahı olduğum ameliyat .çok gariptir ne acı ne başka bir şey var burnumda sadece anestezi uygulanınca nefes almak için boğaza takılan şey boğaz ağrısı yaptı ve boğazım tahriş oldu bunun için antibiyotik başladık.burnumda ağrı sızı yok nefes alış verişleri tamponla yapabiliyorum. benimle aynı anda olan biri vardı . onda aşırı kanama olurken bende hiç olmadı denebilir sadece sızıntı şeklinde kanama oldu. aslında rinoplasti olacaktım ama zamanım olmadığı için septoplasi ile daha rahat nefes alıp vermeyi sağlamak istedim..doktorum cuma günü tamponları çıkartmayı uygun gördü.,Scientific
656,belkide insan oğlunun duyamaz dediği frekanstaki sürekli var olan bir sesi duyabiliyor olmamızdır tüm bu olay. 10 senedir düşünüyorum aklıma tek gelen bu. sürekli çınlama yaşayanların çınlama tarafındaki kulağının muntazam seviyede işittiğinden eminim keza.,Unrelated
657,"vertigo; kelime anlamı olarakbaş dönmesianlamına gelmektedir ve bir hareketillüzyonudur. baş dönmesi dendiğinde hastanındengesini sağlamadaki her türlüproblemanlaşılır. bu durum hastayı yatağa düşürüp gözlerini dahi açamayacağışiddetten, sadece zaman zaman bir kayma hissine kadar değişebilir. hatta sadece birgöz kararmasışeklinde ortaya çıkabilir.",Scientific
658,"kâbusum. özellikle kışın çıkınca ağzımı açtığım gibi vücudum titrerdi bunun acısından.birkac gün önce dudağımın iç kısmında vardı. o biraz acı çektirip sessiz sedasız çekti gitti. o gider gitmez sol çene tarafı ağrımaya başladı. dişlerim başımın sol tarafı, sol kulağım, hatta boğazım bile kötüydü. 2 gün uykudan uyandıracak kadar ağrıyınca 20lik diş çıkıyor sandım. hatta çektirmeye falan gidecektim. bir bakayım şu dişin tipine diyip telefon ışığıyla ağzıma bakmayı akıl ettim. 20lik dişin çıkması gereken tarafa yakın aft gibi küçük yara vardı. bu ağrının sebebi bu küçük şey olamaz dedim üstünde durmadım. bir iki saat sonra ağrı arttı, tekrar baktım hatta dokundum. diş taraflarında problem yokmuş. o küçücük yara bu kadar yaygara çıkarmış. boynumun yukarısını komple esir almış. diş, damak, boğaz, baş, kulak bildiğin acı içinde. sinir oldum ben. her şeyde dik durmaya çalışan ben aft söz konusu olunca kontrolümü kaybediyorum. az daha gidip 3-5 diş çektiriyordum o lanet şey yüzünden.bu arada eczaneden danışıp aldığım ilaçlar ya da doktorun yazdığı ilaçlardan daha etkili gördüğüm şey tuz ve karbonatı suya atıp gargara yapmak. bu başlığa gelen tüm aftzedelere de geçmiş olsun diyorum.",Scientific
659,(bkz:stapedektomi),Scientific
660,"bir kaç tane karanfili suda kaynatıp, soğuduktan sonra ağza gargara yapınca iyileşen ağız içi yarası.",Non-scientific
661,45 gün oldu hala tek delik kapalı normal durum mu ? bilenleri yeşillendirmeye davet ediyorum,Scientific
662,nikotinin sigara bırakıldıktan sonra görülenlerin oluşumunu azaltıcı yönde etkisi olabildiği öne sürülen ağrılı ağız ülseri.does smoking really protect from recurrent aphthous stomatitis?the recurrent aphthous stomatitis frequency in the smoking cessation people,Non-scientific
663,"bakınıziki ila 10 yaş arası çocuklar, yaşlı insanlar, hamile kadınlar, düzenli olarak kan inceltici ilaç kullananlar ve hemofili gibi kan pıhtılaşma bozukluğu olan kişilerde sıklıkla görülen burun kanaması nedir? tıbbi adı epistaksis olan burun kanaması nedenleri ve tedavisi ile ilgili bilinmesi gerekenlerle ilgili tüm detaylar haberimizde…burun kanaması nedir?burun kanaması (epistaksis) toplumda sık karşılaşılan ve herkesin hayatı boyunca birkaç kez yaşayabileceği bir durumdur. çoğu zaman basit müdahaleler ile durdurulabilen bu kanama, bazen durdurulamaz ise acil müdahale gerektirebilir.ön ve arka burun kanaması olarak ikiye ayrılır.ön burun kanamaları: en sık görülen burun kanamasıdır. kisselbach pleksusu (little bölgesi) adı verilen kan damarlarının oldukça fazla olduğu bölgeden kaynaklanır. burası burun septumunda (burun delikleri arasındaki kıkırdakta) yer alan ve burnun hemen girişinde bulunan yoğun kan damarları içeren bir bölgedir. genellikle basit müdahaleler ile durdurulabilen bu kanamalar erişkinlerde ve çocuklarda sık görülür.arka burun kanamaları: yaşlılarda daha sık görülen bu kanama burnun arkasında, geniz bölgesine yakın kısımlarda gerçekleşir ve durdurulması zordur. genellikle hastane koşullarında müdahale etmek gerekir. bu kanamalarda ön burunda kullanılan tamponlar işe yaramayabilir.",Scientific
664,düzenli olarak bende olan.araştırılmalıdır altından başka şeyler çıkabilir.,Unrelated
665,tuz limon bas. c vitamini yaraya iyi gelir,Mixed
666,yıllardır çektiğim bu illetten kurtulmanın sırrını açıklıyorum. en yakın eczaneden kontil alıyorusunuz. 3 adet çiğniyorsunuz ve bu soruna elveda diyorsunuz.,Mixed
667,gecenin ikisinde uykudan uyandıran illet. o değilde sigara içmek de zora girdi.,Unrelated
668,"burnun arka deliklerinin doğumsal tıkanıklığı. sıklıkla tek taraflı tıkanıklık oluşur. yenidoğan bebekler burun solunumu yaparlar. burnun tıkanıklık derecesine göre bebekte solunum sıkıntısı vesiyanozizlenir. burnun dışında ağlarken ağızdan nefes alabildikleri için, tipik olarak ağlarken durumlarında düzelme, beslenme ya da uyku durumunda kötüleşme görülür. şüphelenildiği durumda birkateteryardımıyla burun deliklerinin açık olup olmadığı kontrol edilmeli. ya da ince bir iplik burun delikleri önüne tutularak nefes almasıyla hareket edip edilmediği izlenmeli.ek: 4 yıldır doldurulmayı bekleyen bir ukteymiş aynı zamanda.",Unrelated
669,"akıcı konuşma bozukluğu şeklinde tanımlanmaktadır. fizyolojik, patolojik veya travma sonrası gelişen bir durum olabilir. fizyolojik olan genellikle 2-4 yaş arası çocuklarda dil gelişim dönemi ile paralellik göstermektedir. çocuklar bu dönemde hızlı düşünürler fakat ifade edici dilleri henüz tam gelişmemiştir ve bir senkronizasyon uyumsuzluğu vardır, heyecanlanınca daha çok gözlemlenir. patolojik kekemelik ise nedeni tam olarak belli olmayan ve herhangi bir yaş döneminde gözlemlenebilir ve fizyolojik olan kekemeliğe göre daha belirgindir. takılmalara çeşitli tikler de eşlik edebilmektedir. travma sonrası gelişen kekemelikte ise kaygı temel nedenlerden biridir. travmayı pekiştirecek durumlardan kaçınmak gerekmektedir.kekemelikte önemli olan nefes egzersizleridir ve her yaş grubuna farklı tekniklerle alanda uzman kişilerin denetiminde yapılması önerilmektedir. ancak takılmalar şiddetli ise dil ve konuşma terapisi almaları gerekebilir.",Scientific
670,allah düşmanıma yaşatmasın dediğim hededir.,Unrelated
671,"bir haftadır sürüm sürüm süründüren. pazartesi mr çekilecek, bakalım ne denecek.",Unrelated
672,(bkz:alerjik rinit),Unrelated
673,"tıp dilindetinnitusolarak adlandırılan 3 aydır müdavimi olduğum bir tür işkence şekli.sürekli olarak yüksek sesle müzik dinleme ya da yüksek sesli ortamlarda bulunma, kulak zarının delinmesi, orta kulak iltihabı sırasında iç kulağın zarar görmesi gibi sebeplerle ortaya çıkabildiği gibi kolesterol yüksekliği, b12 eksikliği, çeşitli minerallerin eksikliği, folik asit eksikliği gibi sebeplerle ortaya çıkabiliyor. kolesterol gibi sebeplerle ortaya çıktığı zaman, bu sorun çözüldüğünde çınlama da yok olabiliyor. ancak özellikle kulak zarındaki ve iç kulaktaki hasarlar kalıcı olduğu için hayatınız boyunca size eşlik edebilme yeteneğine de sahip.neyin sebep olduğu bilinmiyor; haliyle resmi bir tedavisi de yok. sadece sebep olabilecek bazı ihtimaller üzerine gidiliyor. uzun süredir bunu yaşayan ve çeşitli yollar denemiş hastalarkök hücre tedavisini bekliyor veya bununla yaşamaya alışıyor.3 doktor görmem, çeşitli denemeler sonucunda bazı işe yarar tiyolar:tintus formula: içerisindeb12, çinko,ginkgo bilobaolan takviye. özellikle ginkgo bilobayı kulak çınlaması için öneren kişiler var. işe yarayanlar da var. ilk ay için buna ben de dahilim.vastarel: bir tür damar gevşetici ilaç. damarlarınızı rahatlatarak çınlamayı azaltma işini görüyor. etkisini 20 günden sonra gösterir. o yüzden 3-6 ay arasında kullanımı tavsiye edildi doktor tarafından.maden suyu: günlük hayatta içtiğimiz sular mineral yönünden fakir. özellikli arıtma suları. sudan alamadığımız mineralleri almak için günlük 1 tane maden suyu içmek iyidir.güneşlenme: kapalı alanlarda fazla kalan biriyseniz camdan giren güneş ışığı fazlasıyla kırıldığı için yeteri kadard vitaminialamıyor olabilirsiniz. bu yüzden günde 5 dakika güneşlenmek iyi gelebilir.sakız çiğnemek: bu hareketöstaki borusundan iç kulağınıza hava vererek basınç dengelemede yardımcı oluyor. çiğneyebildiğiniz kadar çiğneyin.valsalva manevrası: genelde dalgıçların su altında tercih ettiği bir hareket. sakız çiğnemek gibi basınç dengelemek için yapılıyor. burnunuzu tıkayıp yine burundan hava vermeye çalışıyorsunuz. hava kulağa gidiyor ve basınç dengelemeye yardımcı oluyor. ancak doktor sakız çiğnemeyi tercih etmemi söyledi. çok sağlıklı olmayabilir.düzenli uyku: iyi dinlendiğinizde çınlama azalıyor.kabullenme: kulak çınlaması için en etkili şey. psikolojik olarak onu yenebilirsiniz.",Mixed
674,"iyi bir doktorun ellerinde olduğunuz sürece korkulmaması gereken rahatsızlık. hayat kalitesini olumsuz yönde etkileyen bu illet eğer sizde varsa, kesinlikle bir an önce ameliyatını olup kurtulun.",Scientific
675,"sanılanın aksine hastalık değil bir semptom, hastalığa dair bir bulgudur. tıbbi tanımı baş dönmesidir ve kaynağı vestibüler testler ile araştırılmaya çalışılır.",Scientific
676,ameliyatını kbb uzmanına yaptırmak ile plastik cerrahiye (estetisyen) yaptırmak arasında ne gibi farklar bulunduğunu anlatacak babayiğit doktor veya tecrübe sahibi aradığım bozukluk,Non-scientific
677,"korkunç bir şeydir. şiddetine göre mide bulantısı da beraberinde gelir. grip falan olmayı yeğlersiniz.-aniden ve birçok nedeni olabilir.-dönme şiddetine göre hiçbir şey yapamamanıza neden olabilir.-modunuzu düşürür.-günlük yaşamınızı engeller.-günlerce yatmanıza neden olabilir.-iştahınız,hayat zevkinizi kaçırır.-baş ağrısına neden olabilir.-ışığa ve sese hassaslaştırabilir.böyle bir durumdakulak burun boğazvenörolojibölümlerine baş vurmakta fayda var.",Scientific
678,tüm gün pis pis ağrıdı. ne su içmem geçirdi ne karnımı doyurmam ne de temiz hava almam. bıraktım ben de kendi haline. şu sıralar yaşadığımı hissettiren bir o var çünkü.,Non-scientific
679,"sinirsel ses kısıklığı diye bir durum daha vardır kiheyecanlanınca, sinirlenince kısa süreli ses kaybı oluşur",Mixed
680,"öyle bir şey ki günlerdir ağzımın içinde oradan oraya atlayan, kullandığım ilaçların hiç bir faydasını göremediğim; geçmesini beklerken günlerin tükendiği adi hastalık.",Mixed
681,servikal bölgedeki problemler yüzünden de yaşanabilen durum.,Scientific
682,benimki demir ve hgb ksikliğine bağlı idi. kontrol ettirin. her regl döneminde arttığını keşfettim. sadece sağ kulagımdaydı. doktor hiçbi sebebi yok demişti ancak ben sadece kendi cabalarımla çözdüm. kıçımın doktoru.,Non-scientific
683,kilo vermek isteyenler için kesin çözüm net.bütün gün yemek yiyemiyorsunuz lan karşınızda 1.5 urfa kebap var ama onun acısı aklınıza gelince yemiyorsunuz öyle lanet bir sey.,Non-scientific
684,"10 gun once ikinci kez oldugum operasyon. ilki yedi yil once yine izmir ekol kbb'de olmustu ve ameliyati su siralar kendi capinda instagram fenomeni olmaya calisan bir doktor yapmisti. memnun kalmamistim. her neyse ikincisi, ilk operasyon basarisiz olmus diyen doktor utku kubilay tarafindan yapildi. sonrasinda hic bir agri, sizi yasamadim. bes gun gectikten sonra silikon tamponlar cikarildi. o bes gunluk surec olum gibiydi, sinir bozucuydu cunku nefes alamamak anksiyetelere neden oldu. tamponlar ciktiktan sonra ilk cumlelerim bebek gibi nefes aliyorum oldu. megerse ben nefes almiyormusum. o saatten sonra uyku kalitem artti ve sabahlari artik dinc uyaniyorum. gun icerisinde uyuklama, halsizlik durumlari yasamiyorum. yani yasam kalitem artti. operasyonun korkulacak bir tarafi yok.",Scientific
685,"iyi kalite kantaron yağıyla günde birkaç kere gargara yaparak kurtulabileceğiniz, ağız mukozasında çıkan yaralar.dünden beri canımı yakan bir tanesi ile bugün bu yolla vedalaştım. aslında tam olarak gargara değil; ağzınıza bir tatlı kaşığı kantaron yağı alıp yanağınızı/dudağınızı şişirerek tutabildiğiniz kadar aftla temas halinde tutmanız gerek. daha ilk uygulamada eskisi kadar acımadığını, tekrarlayan seferlerde azalarak bittiğini göreceksiniz.",Non-scientific
686,eğer o ses buzdolabının kapısından gelmiyorsa geçmiş olsun.,Unrelated
687,"bu sabah kayseri şehir hastanesinde olduğum ameliyat. öncelikle alt hariç bütün çamaşırları çıkarıp görevilinin getirdiği arkadan çıtçıtlı diz altı ameliyat önlüğünü giyiyorsunuz. ardından başka bir görevli ameliyathaneye taşımak üzere sedyeye yatırıp götürüyor. ameliyathanelerin en dışında görevlilerin orda duruyorsunuz bir belgeye okudum, anladım kabul ediyorum yazdırıp imzalatıyorlar. 18 yaşından küçük olanların anne ya da babasından imza alınıyor. 18 yaşını dolduranların yakınlarını almıyorlar. ardından boşalan kbb ameliyathanesi varsa asistan doktorlar haber ediyor ve sizi o soğuk rüzgarlar esen ameliyathaneye götürüyorlar. ameliyat sedyesine yatıyorsunuz, her gelen insanla aynı muhabbeti yapıyorsunuz. yaşın kaç,ağır hastalığın var mı, her hangi bir şeye alerjin var mı, daha önce ameliyat oldun mu, bir şey yiyip içtin mi (ki ameliyat öncesi gece 00.00 dan itibaren su bile içme dendi bana) vb. sorulara cevap veriyorsunuz. benim anestezi uzmanım ve damar yolu açan hemşire artı doktorum komik insanlardı şakalaşıp gülerken bir anda uyumuşum. sonra bi anda feysbak, feysbak diye sesler duyup gözümü açtım. anestezi etkisinde saçmalama evrem olmadı, hemşire bünyeye göre değişiyor dedi, gözümü açmamla mükemmel bir baş ağrısını duymam bir oldu ki ameliyat geçiren burnumun ağrısını bile unutturdu. hafiften de mide bulantısı hissettim. bu bulantı ameliyatta genze kaçan kan sebebi ile olıyormuş ben kusamadım ama odaya gidince karton bir kap koyuyorlar yan yatıp kusabilirsiniz diye. yatağıma yatınca hemen ağrı kesici serum taktılar. serumdan sonra ağrılarım yavaş yavaş kayboldu. serumun etkisi 5 6 saat kadar sürdü, etkisi geçince önce yanaklarımda karıncalanmalar ardından burnumun içinde hafif sancılar oluştu. ilk serumdan 9 saat kadar sonra da bir ağrı kesici serum daha taktılar. şu an sabahı onunla birlikte göreceğim. akşam üzeri doktor isterseniz eve gidebilirsiniz dedi ama ağrıya dayanamam diye gece kalmayı tercih ettim. burnun bir tarafında silikon tamponun ucunu görebiliyorsunuz diğer tarafınkini beyninize kadar itmişler görünmüyor ama hissediliyor. minik sızıntılar halinde burnunuz sürekli kanıyor. sanırım benim burnumun yapısından dolayı sadece hafif bir pembe su akıyor ama kıp kırmızı kan akan hastalar da var. bu akıntılar da bünyeye göre bir hafta kadar sürebilirmiş. silikon tamponlara gelecek olursak da bir hafta sonra çıkarılacağı ve ameliyatın tam yararını 4 5 ay sonra görebileceğim söylendi. ama korkulacak hiç bir şey yok ameliyat nispeten kolay bir operasyon. sizin de sorununuz varsa ve doktor ameliyatı önerdiyse yaptırın derim ben. durumun gidişatına göre bu girdiyi güncelleyeceğim. iyileşme sürecini ve nasıl olduğunu.5.gün güncellemesi: geçen süre zarfında doktorun vermiş olduğu antibiyotik, ağrı kesici, alerji hapı ve burun yıkama solüsyonunu kullanıyorum. başlangıçta ağrım çok oluyorken şimdilerde yok denecek kadar az ve onu da ilaç kesiyor. ama zaten iyileşince harika nefes alabilme düşüncesi yetiyor insana ve şiddetli bir ağrı bile olsa katlanılıyor. tamponlar henüz çıkmadı üç gün sonra çıkacak. onun için kanalları temizlemek ve biriken sıvıları atmak için günde 4 5 defa solüsyonla yıkıyorum. burnumun bir deliğinden sıktığım su diğer deliğinden (bazen ağızdan) biriken şeylerle beraber akıyor. bunu günde en az üç defa yapmam söylendi. işe yarıyor. onun dışında gece uykularım zor geçiyor. ben yüz üstü yatıp elimi yastığımın altına koymadan uyuyamam diyenlerdenseniz, benim gibi, biraz zor geçiyor.sürekli ağız açık olduğu için sabah uyandığınızda ağzınız yutağınıza kadar tahta gibi kurumuş oluyor. ılık su içerek yumuşatabilirsiniz.7.gün güncellemesi: bu gün sonunda tamponlardan kurtuldum. etraftan duyduğumun aksine tamponlar çıkarken acı hissetmedim. tamponlar çıkınca doktor nefes alman nasıl dedi, nefesi çektiğimle şok oldum. iyileşmemiş hali bile ameliyat olmadan önceki halinden kat kat güzeldi. doktor aspiratörle burunda birikenleri çekti. solüsyonu kullanmaya devam etmemi ve iki hafta sonra kontrole gelmemi söyleyip yolladı. arkadaşlar nefes almak harika, kokuları almak harika, yediğiniz şeyin tadını almak harika! bu durumdan muzdaripseniz ve korkuyorsanız sakın korkmayın derim. bugün tamponlar çıkınca dedim ki yine olsa yine ameliyat olurdum. bu zamana kadar resmen bir hiç için korkup ameliyat olmamışım. cidden korkacak bir şey yokmuş. bu kadar güzel nefes alabilmek paha biçilemez.",Scientific
688,"doğuştan her iki kulak zarım da delikti. her kış ağrı-sızı,akıntı ile uğraşmaktan canım çıkıyordu. en son yine birkaç doktora gidip ""bu işi türkiye'de en iyi kim yapar"" diye sorduğumda direk ""çapa tıp fakültesi"" dedi. ardından; ""doktoru farketmez, tabiki çapa'da bu işi yapan işin ehli doktoru bulsan daha iyi olur ama bulamıyorsan da çapa'da herhangi bir doktora ol,sakın başka bir yere gitme "" dedi ve bunun üzerine çapa'da her iki kulak zarımı da diktirdim. ilki 6 ay önce oldu ve şu anda tamamen işitme kaybı kalmadı (ameliyattan önce yüzde30 civarındaydı.) ikinci kulağı da 3 hafta önce oldum ve tutup tutmadığı 2 ay sonra belli olacak. eğer bu dertten muzdaripseniz bir yolunu bulup kulağınızı tamir ettirin. ileride hiç duymama gibi problemlere kadar varabiliyormuş.",Scientific
689,"eylül 2015'te sağ kulağım, ocak 2016'da sol kulağımdan geçirdiğim operasyon. operasyonun sonrası biraz sıkıntılı,en önemlisi su kaçırmayacaksın. sağ kulağım halen tam iyileşmiş değil,2 ay daha bekleyeceğiz.",Scientific
690,2018 in ağustos ayında beni de ziyaret eden hastalık hatta aslında daha önceden ziyaret etmişte ben fark etmemişim. 2017 de bir gün yataktan kalkamadığımı fark ettim ve yaklaşık 10 gün ağır bir grip geçirdiğimi düşündüm. 2018 ağustos da ise bir sabah uyandım ve boynumda 2 tane lenf nodülü fark ettim. hastaneye gittiğimde ilk başta lenfoma dan şüphelendiler ve acilen bir operasyon ile bir tane lenf nodülü alındı. orada ebv teşhisi kondu. mr ve ultrasonografi ile benim elime gelen 2 tane lenf dışında birsürü lenf nodülü saptandı. dr bu hastalığın ilacının olmadığını iyi beslenerek ve dinlenerek atlatacağımı söyledi. normalde lenfler inmesi gerekirken üstünde 5 ay geçmesine rağmen hala duruyorlar 4 ayda bir kontrole gidiyorum ve bereket hala reaktif lenf nodülü diye rapor alıyorum. okuduğuma göre bazı ınsanlar da ömür boyu aktif kalan bir virüsmüş...,Scientific
691,meniere sendromu'nun bir belirtisi olabilen durum.,Scientific
692,ağız içerisinde çıkan küçük beyaz yaralar. neden çıktığı belli degil insanlar genelde vitamin eksikliği der ama benim kendim ve çevremde gözlemim stres sebebiyle çıkmasıdır.,Mixed
693,"bugün anneme başarılı bir şekilde yapılan operasyon.operasyon öncesi ve sonrası doktordan edindiğim bilgiler :narkoza veya kullanılan sakinleştirici, ağrı kesici ilaçlara bağlı olarak refleksleriniz geçici bir süre etkilenecektir. bu nedenle girişimden 24-48 saat sonra istirahat edilmelidir. ayrıca bu süre içinde araç kullanılmamalı, tehlikeli makinelerle çalışılmamalı ve önemli kararlar alınmamalıdır.ameliyattan sonra ilk 4 saat yemek içmek yasak. 4 saatten sonra sadece su içilebilir. su içtikten sonra eğer 15-30 dk istifra edilmez ise, çorba vs içilebilir.ameliyattan sonra tamponlar burnunuzda 48-72 saat kalacaktır.bu dönemde size verilen antibiyotik tedavisini düzenli kullanınız.tampon çıkarılması sonrası size verilen ilaçları düzenli kullanmalısınız.tampon çıkarılması sonrası erken dönemde hissedilen rahat nefes alma, dokuların zaman içerisinde şişmesine bağlı olarak 6-12 saat sonra azalacak ve 4-6 gün içinde normale dönecektir.ameliyattan sonra tamamen iyileşme olana kadar kuvvetli sümkürülmemelidir.ameliyattan sonra ilk 10 gün yapılması gerekenler;- tansiyonu yükseltecek herşeyden kaçınınız.- spor ve jimnastik yapmayınız. gerekli ise doktorunuz size istirahat raporu verecektir.- ağır kaldırmaktan ve diğer bedensel yorgunluklardan kaçınınız.- çok sıcak banyo yapmayınız.- burnunuz içinde oluşacak yara kabuklarını çıkarmak için birşey yapmayınız. doktorunuz kontrolde onları çıkartacaktır.lütfen dikkat !yukarıda verilenler genel bilgilerdir. her hasta ve her kişi kendine özel olduğundan ,gerekli durumlarda doktorunuza başvurunuz.edit : imla.",Scientific
694,"bu tuhaf hastalik benim annemde var, cunku benim annem boyle tuhaf hastaliklari cok sever. neyse, evde istedigim gibi gitar calamiyorum, elektro calacagim amfiye kulakligi takiyorum, kadin tel sesinden rahatsiz oluyor. azicik yuksek sesle konussam laf ediyor, metal muzik acsam odayi degsitirmek zorunda kaliyor.benim annem de oyle sevimli iste, oy anam benim",Mixed
695,"11 yıldır benimde içinde bulunduğum dert. ilk başlarda kafaya çok takıyordum ama artık alıştım, şimdi aklıma gelmedikçe çınlamayı duymuyorum bile. bu başlığı görünce baktım hala çınlıyormuş. o yüzden böyle birşey başınıza gelirse tedaviden önce alışmaya çalışın çünkü, tedavi alışmaktan daha zor geliyor.alışınca hayatınıza eskisi gibi devam ediyorsunuz.",Scientific
696,dünya dışı varlıklar tarafından alıkonma belirtilerinden biri.,Unrelated
697,"bakteri, virüs ve toksik nedenlerle oluşan iç kulak enfeksiyonudur. çok şiddetli baş dönmesi atakları ve ciddi işitme kaybı görülür. yoğun antibiyotik tedavisi ve kaynağa yönelik cerrahi girişim ile tedavi edilir.",Scientific
698,kulağa protez takma operasyonu ile düzelen hastalık. dar bir alanda yapılan cerrahi bir işlemle düzeleceğinden cerrahınızı iyice araştırınız.,Scientific
699,"bilateral olanı sadece emme sırasında hafif bir solunum sıkıntısına da neden olabilir, respiratuar distress sendromuna bağlı olarak ölüme de neden olabilir.genellikle başka konjenital anomalilerle birliktedir. 8000 canlı doğumda 1 görülür.",Scientific
700,"kulağın hemen arkasında bulunan kemik duvarındaki (mastoid kemiği) hava hücrelerinin (mastoid hava hücreleri) temizlenmesi işlemidir.bizzat iki kere olduğum bir ameliyat. kronik otit yani kronikleşmiş orta kulak iltihabının artık kemiğe işlemesiyle zorunluluğa dönüşen bir ameliyattır. akıntı sürekli ve kötü kokuludur. antibiyotik ve diğer damla tedavileri (alkol borik, oksijen borik, cipro, onodron vb.) artık akıntının durmasında hiç bir etkisi olmaz.kollesteatoma denilen kemikleri eritici enzimleri olan bir doku oluşmaya başlamıştır. mastoid hava hücrelerini etkilemeye başlayan bu nalet doku, matkap freze benzeri medikalcilerin turucu dedikleri bir uçla temizlenir.mutlak genel anestezi ile yapılır. kazıma işlemi nedeniyle ilk gün kafa yerinden zor kalkar. yüz sinirleri de aynı bölgeden geçtiği için ameliyat çok uzman ve tecrübeli ellerde dikkatlice yapılmadır. aksi taktirde cin çarpmış gibi kalkmak içten bile değildir. başarı oranı geç kalmış olmakla doğru orantılıdır.",Scientific
701,tam olarak 46 saat önce çıktığım ameliyattır. dışarıdan belli olmayan burun kıkırdağı eğriliği + radyofrekans ile burun eti yakma olayı gerçekleşti. ameliyat genel anestezi altında olduğundan ameliyat rahat geçti. ama o tamponlar varya o tamponlar kaç kere intiharı düşündürdü. doktor 1 hafta kalcak dedi ama 2 güne gidip çıkarttırcam... tamponların aq.,Mixed
702,"gören de delikanlı bir şey sanacak.yok pozisyonelmiş, paroksismalmiş, bilmem neymiş...rock starı sanki mna koduğumun şeysi. ya da her takıma deva brezilyalı forvetbir anda yer gök birbirine giriyor, uzay zaman bükülüyor ne olduğunu anlamadan knock out oluyorsun işte.yalnız bunların hepsi bir saniye içinde oluyor.semptomlar başta yüksek tansiyonla karıştırılabiliyormuş...benim göründüğüm beceriksiz doktor acilde yüksek tansiyon ilacı vererek 'bir şeyin yok anlık tansiyonun yükselmiş günde bir ölçtür' diyerek eve gönderdi. afilli bppv nin yanında bir de ilacın dibe vurdurduğu tansiyonla uğraşırken başımın her dönmesini de tansiyon yükseldi zannederek iyice rezil oldum. 2-3 gün sonra kbb doktoruna gidince öyle anladım meseleyi. bir kaç manevra vs bir şeyler yaparak bir nevi kafayı çalkaladı sanırım. kristaller yerine oturacakmış :) peh peh peh dedim.lord hastalığı sanki mna koyim.onun dışı bir sıkıntı yok. o kıymetli iç kulak kristalleri tekrar oturana kadar kafa güzel geziyorum işte. kısfmet...",Mixed
703,bende sigarayi bıraktıktan sonra çıkmaya başladı. yaklaşık 2 sene mücadele ettim .bu lanetin en büyük tetikleyicisi stres .herhafta dudak ve dilimde mercimek büyüklüğünde çıkardı .bir zaman sonra oral medic bile ise yaramaz hale geldi .2 cubuk basiyorum yinede yara ve acı geçmiyordu .sanırım artik bağışıklık kazandim ve eskisi kadar yara çıkmıyor. afta karşı en iyi ilac kenacort ama kızarıklık çıktığı anda üşenmeyip sürmelisiniz .eger kızarıklık beyaz afta dönüşür ve büyürse ilac işe yaramıyor .,Scientific
704,(bkz:disguzi) (bkz:aguzi),Unrelated
705,"köpüren jel diş macunlarından da kaynaklanabilen sorun. jel diş macunları daha önceleri vazgeçilmezim olsa da, bu menfi etkisini farkettiken sonra artık kendilerinden köşe bucak kaçıyorum.",Mixed
706,sinemada baş dönmesi efekti veren bir kamera hareketi.,Unrelated
707,"bir kaç yıldır kurtulmuş olduğum, rahatsız edici hastalık. ne zaman ki market raflarında bolca bulunan florürlü sls'li diş macunlarını bıraktım, sık sık başıma gelen aft belası da peşimi bıraktı. şimdisplat'ın special serisi modellerinden ikisini (stres off ve silver) kullanıyorum ve gayet memnunum. son olarak, içeriğindebulunmayanmaddeleri de yazayım:sls,sles,peg,triclosan,klorheksidin,sakkarin,paraben,synthetic flavoursveflorür.",Scientific
708,"peşin edit: nane yağı veya kitin içeriğine alerjiniz olabileceğini v.b. riskleri göz önünde bulundurun. hekim ve eczacınıza danışmadan uygulamayın. günü kurtaracak da olsa, çözüm şu:sinus rinsediye bir kit var. eczanelerde, internette satılıyor. faydalı bir şey ama çoğu zaman yetmiyor. şimdi benim ilavemi yazıyorum. yalnız aşırı hassassanız, ya da dozajı kaçırır da ""yandım anam"" derseniz, bana küfür etmek yok ha. edene de misli ile iade ederim. peşinen söyleyeyim, sorumluluk almıyorum, sadece bende ve çevremde çok iyi sonuç verdi. insaniyet namına paylaşıyorum:china oelismiyle satılan birnane yağıvar eczanelerde. aktardan alınanı değil, bu yağı öneriyorum. sinus rinse kitinin içine, paketinden çıkan hazır tuz-karbonat karışımını koyun. 200 ml. içme suyunu da ekleyip, su kabının içine sadece ama sadece1( yazıyla:bir) damla china oel damlatıp, çalkalayıp uygulayın. dileyenokaliptüsyağı da koyabilir ama ben denemedim.azcık yakması normal. ama bakteri neyin bırakmıyor mübarek. ayrıca china oelden 4-5 damlakaynar sudolu bir kaba koyup, üstünde burnunuzla nefes alın. etkisi azalınca da baş ucunuzda dursun gece boyunca. oda bile mis gibi kokacak.",Scientific
